id,asunto,cuerpo,es_spam
2809,Reunión de trabajo,Estos son los detalles de tu reserva para el evento del sábado...,0
2810,Informe semanal de desempeño,Aquí tienes el informe semanal de desempeño del equipo...,0
2811,Actualización de política de privacidad,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2812,Invitación a evento,Estás invitado a nuestro evento de networking el próximo viernes...,0
2813,Información importante sobre tu seguro,Estos son los detalles de tu reserva para el evento del sábado...,0
2814,Detalles de tu reserva,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2815,Detalles de tu reserva,Estás invitado a nuestro evento de networking el próximo viernes...,0
2816,Resumen de cuenta mensual,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
2817,Información importante sobre tu seguro,Aquí tienes el informe semanal de desempeño del equipo...,0
2818,Recordatorio de cita médica,Estos son los detalles de tu reserva para el evento del sábado...,0
2819,Consulta de seguimiento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2820,Detalles de tu reserva,Aquí tienes el informe semanal de desempeño del equipo...,0
2821,Informe semanal de desempeño,"Hola, te confirmo que la reunión será el próximo lunes...",0
2822,Consulta de seguimiento,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
2823,Consulta de seguimiento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2824,Resumen de cuenta mensual,Estás invitado a nuestro evento de networking el próximo viernes...,0
2825,Consulta de seguimiento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2826,Consulta de seguimiento,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2827,Actualización de política de privacidad,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2828,Información importante sobre tu seguro,"Hola, te confirmo que la reunión será el próximo lunes...",0
2829,Reunión de trabajo,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
2830,Consulta de seguimiento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2831,Información importante sobre tu seguro,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2832,Reunión de trabajo,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2833,Actualización de política de privacidad,Estos son los detalles de tu reserva para el evento del sábado...,0
2834,Detalles de tu reserva,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2835,Detalles de tu reserva,Estos son los detalles de tu reserva para el evento del sábado...,0
2836,Actualización de política de privacidad,Aquí tienes el informe semanal de desempeño del equipo...,0
2837,Consulta de seguimiento,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2838,Detalles de tu reserva,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
2839,Consulta de seguimiento,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2840,Resumen de cuenta mensual,Estás invitado a nuestro evento de networking el próximo viernes...,0
2841,Confirmación de tu pedido,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2842,Consulta de seguimiento,Estos son los detalles de tu reserva para el evento del sábado...,0
2843,Consulta de seguimiento,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2844,Detalles de tu reserva,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2845,Informe semanal de desempeño,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2846,Informe semanal de desempeño,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2847,Informe semanal de desempeño,Estos son los detalles de tu reserva para el evento del sábado...,0
2848,Información importante sobre tu seguro,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2849,Reunión de trabajo,Estás invitado a nuestro evento de networking el próximo viernes...,0
2850,Invitación a evento,Aquí tienes el informe semanal de desempeño del equipo...,0
2851,Información importante sobre tu seguro,"Hola, te confirmo que la reunión será el próximo lunes...",0
2852,Invitación a evento,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2853,Actualización de política de privacidad,Estás invitado a nuestro evento de networking el próximo viernes...,0
2854,Reunión de trabajo,Aquí tienes el informe semanal de desempeño del equipo...,0
2855,Informe semanal de desempeño,Estos son los detalles de tu reserva para el evento del sábado...,0
2856,Actualización de política de privacidad,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2857,Detalles de tu reserva,Te recordamos que tienes una cita médica programada para el martes...,0
2858,Información importante sobre tu seguro,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
2859,Confirmación de tu pedido,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2860,Informe semanal de desempeño,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2861,Recordatorio de cita médica,Aquí tienes el informe semanal de desempeño del equipo...,0
2862,Reunión de trabajo,Estás invitado a nuestro evento de networking el próximo viernes...,0
2863,Confirmación de tu pedido,Estos son los detalles de tu reserva para el evento del sábado...,0
2864,Actualización de política de privacidad,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
2865,Informe semanal de desempeño,Estás invitado a nuestro evento de networking el próximo viernes...,0
2866,Actualización de política de privacidad,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2867,Informe semanal de desempeño,Estás invitado a nuestro evento de networking el próximo viernes...,0
2868,Detalles de tu reserva,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2869,Reunión de trabajo,Aquí tienes el informe semanal de desempeño del equipo...,0
2870,Detalles de tu reserva,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
2871,Consulta de seguimiento,Estás invitado a nuestro evento de networking el próximo viernes...,0
2872,Resumen de cuenta mensual,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2873,Informe semanal de desempeño,Estás invitado a nuestro evento de networking el próximo viernes...,0
2874,Invitación a evento,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
2875,Resumen de cuenta mensual,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2876,Consulta de seguimiento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
2877,Información importante sobre tu seguro,"Hola, te confirmo que la reunión será el próximo lunes...",0
2878,Recordatorio de cita médica,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2879,Actualización de política de privacidad,"Hola, te confirmo que la reunión será el próximo lunes...",0
2880,Información importante sobre tu seguro,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2881,Resumen de cuenta mensual,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
2882,Recordatorio de cita médica,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2883,Recordatorio de cita médica,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2884,Detalles de tu reserva,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
2885,Consulta de seguimiento,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2886,Detalles de tu reserva,Estás invitado a nuestro evento de networking el próximo viernes...,0
2887,Confirmación de tu pedido,Estás invitado a nuestro evento de networking el próximo viernes...,0
2888,Reunión de trabajo,Aquí tienes el informe semanal de desempeño del equipo...,0
2889,Información importante sobre tu seguro,"Hola, te confirmo que la reunión será el próximo lunes...",0
2890,Actualización de política de privacidad,"Hola, te confirmo que la reunión será el próximo lunes...",0
2891,Invitación a evento,Aquí tienes el informe semanal de desempeño del equipo...,0
2892,Invitación a evento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
2893,Detalles de tu reserva,Te recordamos que tienes una cita médica programada para el martes...,0
2894,Detalles de tu reserva,Aquí tienes el informe semanal de desempeño del equipo...,0
2895,Recordatorio de cita médica,Estos son los detalles de tu reserva para el evento del sábado...,0
2896,Información importante sobre tu seguro,Estos son los detalles de tu reserva para el evento del sábado...,0
2897,Actualización de política de privacidad,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2898,Recordatorio de cita médica,Estos son los detalles de tu reserva para el evento del sábado...,0
2899,Recordatorio de cita médica,Te recordamos que tienes una cita médica programada para el martes...,0
2900,Reunión de trabajo,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2901,Información importante sobre tu seguro,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
2902,Invitación a evento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
2903,Confirmación de tu pedido,Te recordamos que tienes una cita médica programada para el martes...,0
2904,Resumen de cuenta mensual,Aquí tienes el informe semanal de desempeño del equipo...,0
2905,Información importante sobre tu seguro,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
2906,Confirmación de tu pedido,Estás invitado a nuestro evento de networking el próximo viernes...,0
2907,Detalles de tu reserva,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2908,Consulta de seguimiento,Te recordamos que tienes una cita médica programada para el martes...,0
2909,Recordatorio de cita médica,Te recordamos que tienes una cita médica programada para el martes...,0
2910,Informe semanal de desempeño,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2911,Informe semanal de desempeño,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2912,Informe semanal de desempeño,Estos son los detalles de tu reserva para el evento del sábado...,0
2913,Información importante sobre tu seguro,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2914,Confirmación de tu pedido,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2915,Resumen de cuenta mensual,Estás invitado a nuestro evento de networking el próximo viernes...,0
2916,Invitación a evento,Estos son los detalles de tu reserva para el evento del sábado...,0
2917,Invitación a evento,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2918,Invitación a evento,"Hola, te confirmo que la reunión será el próximo lunes...",0
2919,Informe semanal de desempeño,Estos son los detalles de tu reserva para el evento del sábado...,0
2920,Información importante sobre tu seguro,Estás invitado a nuestro evento de networking el próximo viernes...,0
2921,Recordatorio de cita médica,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2922,Recordatorio de cita médica,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
2923,Consulta de seguimiento,Estás invitado a nuestro evento de networking el próximo viernes...,0
2924,Confirmación de tu pedido,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2925,Detalles de tu reserva,Estás invitado a nuestro evento de networking el próximo viernes...,0
2926,Detalles de tu reserva,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2927,Informe semanal de desempeño,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
2928,Detalles de tu reserva,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
2929,Actualización de política de privacidad,Te recordamos que tienes una cita médica programada para el martes...,0
2930,Informe semanal de desempeño,Estos son los detalles de tu reserva para el evento del sábado...,0
2931,Actualización de política de privacidad,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
2932,Consulta de seguimiento,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2933,Información importante sobre tu seguro,Te recordamos que tienes una cita médica programada para el martes...,0
2934,Actualización de política de privacidad,Te recordamos que tienes una cita médica programada para el martes...,0
2935,Informe semanal de desempeño,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2936,Recordatorio de cita médica,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2937,Detalles de tu reserva,Estos son los detalles de tu reserva para el evento del sábado...,0
2938,Confirmación de tu pedido,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2939,Detalles de tu reserva,Te recordamos que tienes una cita médica programada para el martes...,0
2940,Consulta de seguimiento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2941,Informe semanal de desempeño,Te recordamos que tienes una cita médica programada para el martes...,0
2942,Confirmación de tu pedido,"Hola, te confirmo que la reunión será el próximo lunes...",0
2943,Reunión de trabajo,"Hola, te confirmo que la reunión será el próximo lunes...",0
2944,Consulta de seguimiento,Estás invitado a nuestro evento de networking el próximo viernes...,0
2945,Reunión de trabajo,Estos son los detalles de tu reserva para el evento del sábado...,0
2946,Resumen de cuenta mensual,"Por favor, revisa la actualización de nuestra política de privacidad...",0
2947,Consulta de seguimiento,Aquí tienes el informe semanal de desempeño del equipo...,0
2948,Recordatorio de cita médica,Estos son los detalles de tu reserva para el evento del sábado...,0
2949,Detalles de tu reserva,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2950,Invitación a evento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2951,Detalles de tu reserva,Te recordamos que tienes una cita médica programada para el martes...,0
2952,Confirmación de tu pedido,Estás invitado a nuestro evento de networking el próximo viernes...,0
2953,Reunión de trabajo,Estos son los detalles de tu reserva para el evento del sábado...,0
2954,Resumen de cuenta mensual,Aquí tienes el informe semanal de desempeño del equipo...,0
2955,Reunión de trabajo,Te recordamos que tienes una cita médica programada para el martes...,0
2956,Confirmación de tu pedido,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2957,Consulta de seguimiento,Te recordamos que tienes una cita médica programada para el martes...,0
2958,Reunión de trabajo,Aquí tienes el informe semanal de desempeño del equipo...,0
2959,Detalles de tu reserva,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
2960,Reunión de trabajo,Estás invitado a nuestro evento de networking el próximo viernes...,0
2961,Consulta de seguimiento,Estás invitado a nuestro evento de networking el próximo viernes...,0
2962,Reunión de trabajo,"Hola, te confirmo que la reunión será el próximo lunes...",0
2963,Actualización de política de privacidad,"Hola, te confirmo que la reunión será el próximo lunes...",0
2964,Reunión de trabajo,Estos son los detalles de tu reserva para el evento del sábado...,0
2965,Informe semanal de desempeño,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2966,Confirmación de tu pedido,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
2967,Actualización de política de privacidad,Aquí tienes el informe semanal de desempeño del equipo...,0
2968,Resumen de cuenta mensual,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2969,Informe semanal de desempeño,Estás invitado a nuestro evento de networking el próximo viernes...,0
2970,Actualización de política de privacidad,Te recordamos que tienes una cita médica programada para el martes...,0
2971,Información importante sobre tu seguro,Estás invitado a nuestro evento de networking el próximo viernes...,0
2972,Informe semanal de desempeño,Estás invitado a nuestro evento de networking el próximo viernes...,0
2973,Recordatorio de cita médica,"Hola, te confirmo que la reunión será el próximo lunes...",0
2974,Informe semanal de desempeño,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2975,Resumen de cuenta mensual,Estos son los detalles de tu reserva para el evento del sábado...,0
2976,Resumen de cuenta mensual,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2977,Reunión de trabajo,Te recordamos que tienes una cita médica programada para el martes...,0
2978,Invitación a evento,Estás invitado a nuestro evento de networking el próximo viernes...,0
2979,Detalles de tu reserva,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
2980,Confirmación de tu pedido,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
2981,Información importante sobre tu seguro,Estos son los detalles de tu reserva para el evento del sábado...,0
2982,Resumen de cuenta mensual,"Hola, te confirmo que la reunión será el próximo lunes...",0
2983,Invitación a evento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2984,Invitación a evento,Aquí tienes el informe semanal de desempeño del equipo...,0
2985,Consulta de seguimiento,Aquí tienes el informe semanal de desempeño del equipo...,0
2986,Detalles de tu reserva,Te recordamos que tienes una cita médica programada para el martes...,0
2987,Resumen de cuenta mensual,Aquí tienes el informe semanal de desempeño del equipo...,0
2988,Recordatorio de cita médica,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2989,Invitación a evento,Estás invitado a nuestro evento de networking el próximo viernes...,0
2990,Información importante sobre tu seguro,Te recordamos que tienes una cita médica programada para el martes...,0
2991,Consulta de seguimiento,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2992,Actualización de política de privacidad,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
2993,Recordatorio de cita médica,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
2994,Información importante sobre tu seguro,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
2995,Informe semanal de desempeño,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
2996,Actualización de política de privacidad,Estos son los detalles de tu reserva para el evento del sábado...,0
2997,Actualización de política de privacidad,Te recordamos que tienes una cita médica programada para el martes...,0
2998,Recordatorio de cita médica,"Hola, te confirmo que la reunión será el próximo lunes...",0
2999,Confirmación de tu pedido,Estos son los detalles de tu reserva para el evento del sábado...,0
3000,Consulta de seguimiento,"Hola, te confirmo que la reunión será el próximo lunes...",0
3001,Actualización de política de privacidad,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3002,Consulta de seguimiento,Estás invitado a nuestro evento de networking el próximo viernes...,0
3003,Reunión de trabajo,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3004,Información importante sobre tu seguro,Aquí tienes el informe semanal de desempeño del equipo...,0
3005,Reunión de trabajo,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3006,Informe semanal de desempeño,Estos son los detalles de tu reserva para el evento del sábado...,0
3007,Consulta de seguimiento,Te recordamos que tienes una cita médica programada para el martes...,0
3008,Invitación a evento,Aquí tienes el informe semanal de desempeño del equipo...,0
3009,Resumen de cuenta mensual,"Hola, te confirmo que la reunión será el próximo lunes...",0
3010,Recordatorio de cita médica,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3011,Reunión de trabajo,"Hola, te confirmo que la reunión será el próximo lunes...",0
3012,Invitación a evento,"Hola, te confirmo que la reunión será el próximo lunes...",0
3013,Detalles de tu reserva,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3014,Consulta de seguimiento,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3015,Actualización de política de privacidad,"Hola, te confirmo que la reunión será el próximo lunes...",0
3016,Información importante sobre tu seguro,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3017,Información importante sobre tu seguro,"Hola, te confirmo que la reunión será el próximo lunes...",0
3018,Reunión de trabajo,Estás invitado a nuestro evento de networking el próximo viernes...,0
3019,Información importante sobre tu seguro,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3020,Recordatorio de cita médica,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3021,Consulta de seguimiento,Estás invitado a nuestro evento de networking el próximo viernes...,0
3022,Recordatorio de cita médica,Estos son los detalles de tu reserva para el evento del sábado...,0
3023,Detalles de tu reserva,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3024,Actualización de política de privacidad,Estás invitado a nuestro evento de networking el próximo viernes...,0
3025,Informe semanal de desempeño,Estás invitado a nuestro evento de networking el próximo viernes...,0
3026,Detalles de tu reserva,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3027,Detalles de tu reserva,Te recordamos que tienes una cita médica programada para el martes...,0
3028,Resumen de cuenta mensual,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3029,Detalles de tu reserva,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3030,Confirmación de tu pedido,Estás invitado a nuestro evento de networking el próximo viernes...,0
3031,Información importante sobre tu seguro,Estás invitado a nuestro evento de networking el próximo viernes...,0
3032,Información importante sobre tu seguro,"Hola, te confirmo que la reunión será el próximo lunes...",0
3033,Detalles de tu reserva,Estos son los detalles de tu reserva para el evento del sábado...,0
3034,Recordatorio de cita médica,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3035,Consulta de seguimiento,Te recordamos que tienes una cita médica programada para el martes...,0
3036,Detalles de tu reserva,Aquí tienes el informe semanal de desempeño del equipo...,0
3037,Resumen de cuenta mensual,Aquí tienes el informe semanal de desempeño del equipo...,0
3038,Informe semanal de desempeño,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3039,Información importante sobre tu seguro,Estás invitado a nuestro evento de networking el próximo viernes...,0
3040,Recordatorio de cita médica,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3041,Información importante sobre tu seguro,Te recordamos que tienes una cita médica programada para el martes...,0
3042,Resumen de cuenta mensual,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3043,Consulta de seguimiento,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3044,Consulta de seguimiento,"Hola, te confirmo que la reunión será el próximo lunes...",0
3045,Recordatorio de cita médica,"Hola, te confirmo que la reunión será el próximo lunes...",0
3046,Recordatorio de cita médica,Te recordamos que tienes una cita médica programada para el martes...,0
3047,Actualización de política de privacidad,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3048,Reunión de trabajo,Estos son los detalles de tu reserva para el evento del sábado...,0
3049,Detalles de tu reserva,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3050,Confirmación de tu pedido,Estás invitado a nuestro evento de networking el próximo viernes...,0
3051,Informe semanal de desempeño,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3052,Invitación a evento,"Hola, te confirmo que la reunión será el próximo lunes...",0
3053,Consulta de seguimiento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3054,Invitación a evento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3055,Detalles de tu reserva,Te recordamos que tienes una cita médica programada para el martes...,0
3056,Consulta de seguimiento,Te recordamos que tienes una cita médica programada para el martes...,0
3057,Consulta de seguimiento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3058,Recordatorio de cita médica,Estos son los detalles de tu reserva para el evento del sábado...,0
3059,Consulta de seguimiento,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3060,Confirmación de tu pedido,Estás invitado a nuestro evento de networking el próximo viernes...,0
3061,Recordatorio de cita médica,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3062,Confirmación de tu pedido,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3063,Reunión de trabajo,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3064,Información importante sobre tu seguro,Aquí tienes el informe semanal de desempeño del equipo...,0
3065,Consulta de seguimiento,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3066,Resumen de cuenta mensual,Estos son los detalles de tu reserva para el evento del sábado...,0
3067,Confirmación de tu pedido,"Hola, te confirmo que la reunión será el próximo lunes...",0
3068,Confirmación de tu pedido,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3069,Actualización de política de privacidad,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3070,Actualización de política de privacidad,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3071,Consulta de seguimiento,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3072,Resumen de cuenta mensual,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3073,Consulta de seguimiento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3074,Información importante sobre tu seguro,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3075,Informe semanal de desempeño,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3076,Reunión de trabajo,Estás invitado a nuestro evento de networking el próximo viernes...,0
3077,Invitación a evento,Te recordamos que tienes una cita médica programada para el martes...,0
3078,Detalles de tu reserva,"Hola, te confirmo que la reunión será el próximo lunes...",0
3079,Invitación a evento,Estos son los detalles de tu reserva para el evento del sábado...,0
3080,Información importante sobre tu seguro,Estos son los detalles de tu reserva para el evento del sábado...,0
3081,Detalles de tu reserva,"Hola, te confirmo que la reunión será el próximo lunes...",0
3082,Resumen de cuenta mensual,Aquí tienes el informe semanal de desempeño del equipo...,0
3083,Actualización de política de privacidad,Estos son los detalles de tu reserva para el evento del sábado...,0
3084,Consulta de seguimiento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3085,Información importante sobre tu seguro,Aquí tienes el informe semanal de desempeño del equipo...,0
3086,Consulta de seguimiento,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3087,Información importante sobre tu seguro,Aquí tienes el informe semanal de desempeño del equipo...,0
3088,Confirmación de tu pedido,Estás invitado a nuestro evento de networking el próximo viernes...,0
3089,Invitación a evento,Estos son los detalles de tu reserva para el evento del sábado...,0
3090,Información importante sobre tu seguro,"Hola, te confirmo que la reunión será el próximo lunes...",0
3091,Invitación a evento,"Hola, te confirmo que la reunión será el próximo lunes...",0
3092,Informe semanal de desempeño,"Hola, te confirmo que la reunión será el próximo lunes...",0
3093,Consulta de seguimiento,Estos son los detalles de tu reserva para el evento del sábado...,0
3094,Reunión de trabajo,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3095,Informe semanal de desempeño,Estás invitado a nuestro evento de networking el próximo viernes...,0
3096,Información importante sobre tu seguro,Estás invitado a nuestro evento de networking el próximo viernes...,0
3097,Consulta de seguimiento,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3098,Invitación a evento,Estos son los detalles de tu reserva para el evento del sábado...,0
3099,Recordatorio de cita médica,"Hola, te confirmo que la reunión será el próximo lunes...",0
3100,Detalles de tu reserva,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3101,Recordatorio de cita médica,Te recordamos que tienes una cita médica programada para el martes...,0
3102,Resumen de cuenta mensual,"Hola, te confirmo que la reunión será el próximo lunes...",0
3103,Resumen de cuenta mensual,Aquí tienes el informe semanal de desempeño del equipo...,0
3104,Información importante sobre tu seguro,Te recordamos que tienes una cita médica programada para el martes...,0
3105,Recordatorio de cita médica,Te recordamos que tienes una cita médica programada para el martes...,0
3106,Reunión de trabajo,"Hola, te confirmo que la reunión será el próximo lunes...",0
3107,Información importante sobre tu seguro,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3108,Invitación a evento,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3109,Reunión de trabajo,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3110,Reunión de trabajo,Te recordamos que tienes una cita médica programada para el martes...,0
3111,Detalles de tu reserva,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3112,Información importante sobre tu seguro,Estos son los detalles de tu reserva para el evento del sábado...,0
3113,Confirmación de tu pedido,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
3114,Reunión de trabajo,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3115,Detalles de tu reserva,Te recordamos que tienes una cita médica programada para el martes...,0
3116,Invitación a evento,Aquí tienes el informe semanal de desempeño del equipo...,0
3117,Invitación a evento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3118,Resumen de cuenta mensual,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3119,Consulta de seguimiento,Aquí tienes el informe semanal de desempeño del equipo...,0
3120,Actualización de política de privacidad,Aquí tienes el informe semanal de desempeño del equipo...,0
3121,Actualización de política de privacidad,"Hola, te confirmo que la reunión será el próximo lunes...",0
3122,Invitación a evento,Aquí tienes el informe semanal de desempeño del equipo...,0
3123,Reunión de trabajo,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
3124,Confirmación de tu pedido,Estos son los detalles de tu reserva para el evento del sábado...,0
3125,Detalles de tu reserva,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3126,Actualización de política de privacidad,"Por favor, revisa la actualización de nuestra política de privacidad...",0
3127,Resumen de cuenta mensual,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3128,Detalles de tu reserva,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3129,Detalles de tu reserva,Te recordamos que tienes una cita médica programada para el martes...,0
3130,Resumen de cuenta mensual,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
3131,Consulta de seguimiento,Te recordamos que tienes una cita médica programada para el martes...,0
3132,Información importante sobre tu seguro,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
3133,Detalles de tu reserva,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
